request;permission;role;Candidate_Roles
"""I need to move the blob from one path to another.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/move/action;Storage Blob Data Contributor;Storage Blob Data Contributor(9)
"""I need to return the result of processing a message.""";Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read;Backup Reader;Backup Reader(68)
"""I need to return the result of processing a message.""";Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read;Backup Reader;Backup Reader(68)
"""I need to return the result of processing a message.""";Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read;Backup Reader;Backup Reader(68)
"""I need to return the result of processing a message.""";Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read;Backup Reader;Backup Reader(68)
"""I need to return the result of processing a message.""";Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read;Backup Reader;Backup Reader(68)
"""I need to list cross region restore jobs of backup instance from secondary region.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJobs/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to list cross region restore jobs of backup instance from secondary region.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJobs/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to list cross region restore jobs of backup instance from secondary region.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJobs/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to list cross region restore jobs of backup instance from secondary region.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJobs/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to list cross region restore jobs of backup instance from secondary region.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchCrossRegionRestoreJobs/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
